Address,Postcode,Type,Status,Source,lat,long,Description
225 HOLBROOK LANE CV6 4DE,CV6 4DE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.441545,-1.509178,
198 HOLBROOK LANE CV6 4DD,CV6 4DD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.440912,-1.508288,
186-188 HOLBROOK LANE CV6 4BY,CV6 4BY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.439005,-1.507567,
170 HOLBROOK LANE CV6 4BY,CV6 4BY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.439005,-1.507567,
58 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
52 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
50 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
34 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
24-26 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
20 HOLBROOK LANE CV6 4AB,CV6 4AB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.434373,-1.505199,
2 KING WILLIAM STREET CV1 5JD,CV1 5JD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.4136,-1.499505,
3 KING WILLIAM STREET CV1 5JD,CV1 5JD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.4136,-1.499505,
8 VICTORIA STREET CV1 5LZ,CV1 5LZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413491,-1.50122,
24 HOCKING ROAD CV2 5ER,CV2 5ER,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415556,-1.455663,
914 BROAD LANE CV5 7FG,CV5 7FG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413876,-1.594928,
11 VICTORIA STREET CV1 5LZ,CV1 5LZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413491,-1.50122,
UNITS 5 TO 7  COVENTRY CANAL BASIN ST NICHOLAS STREET CV1 4LY,CV1 4LY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413632,-1.511649,
7 VICTORIA STREET CV1 5LZ,CV1 5LZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413491,-1.50122,
58 HINCKLEY ROAD CV2 2EX,CV2 2EX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.426083,-1.442136,
2 HINCKLEY ROAD CV2 2EX,CV2 2EX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.426083,-1.442136,
104 CLAY LANE CV2 4LT,CV2 4LT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413942,-1.482808,
86 KING WILLIAM STREET CV1 5JF,CV1 5JF,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413402,-1.499192,
85 KING WILLIAM STREET CV1 5JF,CV1 5JF,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413402,-1.499192,
19 VICTORIA STREET CV1 5NA,CV1 5NA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413174,-1.500636,
20 VICTORIA STREET CV1 5NA,CV1 5NA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413174,-1.500636,
22 VICTORIA STREET CV1 5NA,CV1 5NA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413174,-1.500636,
93-95 KING WILLIAM STREET CV1 5JF,CV1 5JF,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413402,-1.499192,
4 CANTERBURY STREET CV1 5NR,CV1 5NR,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411586,-1.499528,
2 STOKE ROW CV2 4JQ,CV2 4JQ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413543,-1.482019,
43 PRIMROSE HILL STREET CV1 5LY,CV1 5LY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413128,-1.502745,
45-45B PRIMROSE HILL STREET CV1 5LY,CV1 5LY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413128,-1.502745,
33 CLAY LANE CV2 4LJ,CV2 4LJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412774,-1.482836,
98 CLAY LANE CV2 4LN,CV2 4LN,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412754,-1.48244,
47 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
51 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
55 AND 59 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
63 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
67 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
43 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
43-45 BERRY STREET CV1 5JT,CV1 5JT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413042,-1.494889,
59 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
39 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
71 WINSFORD AVENUE CV5 9JG,CV5 9JG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413116,-1.553534,
1 WHITAKER ROAD CV5 9JE,CV5 9JE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413015,-1.555343,
3 WHITAKER ROAD CV5 9JE,CV5 9JE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413015,-1.555343,
37 HEATH CRESCENT CV2 4PR,CV2 4PR,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.421001,-1.483064,
33 HEATH CRESCENT CV2 4PR,CV2 4PR,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.421001,-1.483064,
5 HEATH CRESCENT CV2 4PS,CV2 4PS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.42203,-1.482081,
1 HEATH CRESCENT CV2 4PS,CV2 4PS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.42203,-1.482081,
13 CLAY LANE CV2 4LJ,CV2 4LJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412774,-1.482836,
1 HAYNESTONE ROAD CV6 1GT,CV6 1GT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.42432,-1.540171,
756 BROAD LANE CV5 7BA,CV5 7BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.413075,-1.586849,
7 CLAY LANE CV2 4LJ,CV2 4LJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412774,-1.482836,
MORRISONS SUPERMARKET ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BX,CV5 8BX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412538,-1.531972,
19 NICHOLLS STREET CV2 4GY,CV2 4GY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.412191,-1.491429,
273 HARNALL LANE EAST CV1 5AX,CV1 5AX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415625,-1.491478,
258 HARNALL LANE EAST CV1 5AY,CV1 5AY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415357,-1.491716,
256 HARNALL LANE EAST CV1 5AY,CV1 5AY,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415357,-1.491716,
248 HARNALL LANE EAST CV1 5AJ,CV1 5AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.416054,-1.494987,
147 HARNALL LANE EAST CV1 5AH,CV1 5AH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.416324,-1.495057,
97 HARNALL LANE EAST CV1 5AG,CV1 5AG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415908,-1.498782,
91 HARNALL LANE EAST CV1 5AG,CV1 5AG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415908,-1.498782,
87 HARNALL LANE EAST CV1 5AG,CV1 5AG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.415908,-1.498782,
2 HALL GREEN ROAD CV6 7BW,CV6 7BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.437206,-1.473975,
25 BISHOP STREET CV1 1HU,CV1 1HU,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411655,-1.511906,
322-324 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
40 BRIGHTON STREET CV2 4JH,CV2 4JH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.4121,-1.48699,
67 ALDERMINSTER ROAD CV5 7JT,CV5 7JT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41245,-1.570507,
55 ALDERMINSTER ROAD CV5 7JT,CV5 7JT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41245,-1.570507,
287 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
B AND Q UNIT 1 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
289 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
51 ALDERMINSTER ROAD CV5 7JT,CV5 7JT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41245,-1.570507,
283 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
281 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
279 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
267-269  BALL HILL SHOPPING CENTRE WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
273 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
UNIT 8 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
261 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
255-259 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
263 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
124 GRAYSWOOD AVENUE CV5 8HP,CV5 8HP,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.414766,-1.547681,
118 GRAYSWOOD AVENUE CV5 8HP,CV5 8HP,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.414766,-1.547681,
116 GRAYSWOOD AVENUE CV5 8HP,CV5 8HP,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.414766,-1.547681,
351 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
4 GRAYSWOOD AVENUE CV5 8HN,CV5 8HN,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.416443,-1.546737,
349 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
339 WALSGRAVE ROAD CV2 4BE,CV2 4BE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411443,-1.478589,
249 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
247 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
308 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
306 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
302 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
245 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
104 PAYNES LANE CV1 5LJ,CV1 5LJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410901,-1.492685,
304 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
300 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
298 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
144 WALSGRAVE ROAD CV2 4AX,CV2 4AX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411235,-1.48034,
243 WALSGRAVE ROAD CV2 4BA,CV2 4BA,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411419,-1.481412,
286-288 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
284 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
140 WALSGRAVE ROAD CV2 4AX,CV2 4AX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411235,-1.48034,
290 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
280 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
270-272 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411114,-1.473506,
UNIT 4 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
239 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
141-143 MORRIS AVENUE CV2 5GS,CV2 5GS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411936,-1.462264,
134-136 CHURCH LANE CV2 4AJ,CV2 4AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409987,-1.474651,
237 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
UNIT 5 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
233 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
124-126 WALSGRAVE ROAD CV2 4AX,CV2 4AX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411235,-1.48034,
43-43A GLENTWORTH AVENUE CV6 2HU,CV6 2HU,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.442704,-1.524003,
132 CHURCH LANE CV2 4AJ,CV2 4AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409987,-1.474651,
130 CHURCH LANE CV2 4AJ,CV2 4AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409987,-1.474651,
185 LONGFELLOW ROAD CV2 5HL,CV2 5HL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410529,-1.46137,
4B CLEMENTS STREET CV2 4HX,CV2 4HX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411461,-1.484866,
128 CHURCH LANE CV2 4AJ,CV2 4AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409987,-1.474651,
191 LONGFELLOW ROAD CV2 5HL,CV2 5HL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410529,-1.46137,
221 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
219 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
UNIT 6 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
217 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
215 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
191A LONGFELLOW ROAD CV2 5HL,CV2 5HL,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410529,-1.46137,
213 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
124 CHURCH LANE CV2 4AJ,CV2 4AJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409987,-1.474651,
211 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
114 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
203 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
FIRST FLOOR 217 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
207 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
4A CLEMENTS STREET CV2 4HX,CV2 4HX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411461,-1.484866,
205 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
201 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
199 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
2 CLEMENTS STREET CV2 4HX,CV2 4HX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411461,-1.484866,
197 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
UNIT 7 ALVIS RETAIL PARK HOLYHEAD ROAD CV5 8BW,CV5 8BW,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.411292,-1.528369,
104 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
4 BRAYS LANE CV2 4DZ,CV2 4DZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41041,-1.480982,
10 HALES STREET CV1 1JD,CV1 1JD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410786,-1.510174,
8 HALES STREET CV1 1JD,CV1 1JD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410786,-1.510174,
102 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
187 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
175 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
96 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
183 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
173 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
10A HALES STREET CV1 1JD,CV1 1JD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410786,-1.510174,
94 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
92 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
41 GEORGE ELIOT ROAD CV1 4HT,CV1 4HT,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.419868,-1.504045,
177 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
179-181 WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
173A WALSGRAVE ROAD CV2 4HH,CV2 4HH,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41078,-1.483483,
169 WALSGRAVE ROAD CV2 4HG,CV2 4HG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410279,-1.485997,
163 WALSGRAVE ROAD CV2 4HG,CV2 4HG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410279,-1.485997,
159 WALSGRAVE ROAD CV2 4HG,CV2 4HG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410279,-1.485997,
155 WALSGRAVE ROAD CV2 4HG,CV2 4HG,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410279,-1.485997,
82 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
80 WALSGRAVE ROAD CV2 4ED,CV2 4ED,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410554,-1.483068,
9 HALES STREET CV1 1JB,CV1 1JB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41048,-1.51036,
44 BRAYS LANE CV2 4DZ,CV2 4DZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41041,-1.480982,
3 HALES STREET CV1 1JB,CV1 1JB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41048,-1.51036,
72 WALSGRAVE ROAD CV2 4EB,CV2 4EB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410008,-1.485588,
64-66 WALSGRAVE ROAD CV2 4EB,CV2 4EB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410008,-1.485588,
1 HALES STREET CV1 1JB,CV1 1JB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41048,-1.51036,
16 LOWER FORD STREET CV1 5QJ,CV1 5QJ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410396,-1.502755,
99 HOLYHEAD ROAD CV1 3AD,CV1 3AD,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410802,-1.523088,
3-5 MINSTER ROAD CV1 3AF,CV1 3AF,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410057,-1.523016,
2 FRANCIS STREET CV6 5BQ,CV6 5BQ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.426368,-1.495663,
15 HALES STREET CV1 1JB,CV1 1JB,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41048,-1.51036,
17 RAGLAN STREET CV1 5QF,CV1 5QF,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.410349,-1.50005,
3 POOL MEADOW BUS STATION FAIRFAX STREET CV1 5RX,CV1 5RX,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409929,-1.507214,
4 MARLBOROUGH ROAD CV2 4EP,CV2 4EP,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.409102,-1.484135,
2 FORKNELL AVENUE CV2 3EE,CV2 3EE,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.418122,-1.466335,
66 BRAYS LANE CV2 4DZ,CV2 4DZ,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.41041,-1.480982,
1081 FOLESHILL ROAD CV6 6ER,CV6 6ER,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.440251,-1.491812,
924 FOLESHILL ROAD CV6 6GS,CV6 6GS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.440613,-1.490726,
910 FOLESHILL ROAD CV6 6GS,CV6 6GS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.440613,-1.490726,
888 FOLESHILL ROAD CV6 6GS,CV6 6GS,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,52.440613,-1.490726,
